"","speaker","word","의미","동음이의","type","분석1","분석2","성조","지역","age","gender","N","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3","a1","a2","a3","b1","b2","b3","c1","c2","c3","d1","d2","d3","W","w1","w2","w3","weight","weigth_comb"
"2131","KHJO","메시지","","","외래어3","1","","","부산",60,"여",3,"ㅁ","ㅔ","","ㅅ","ㅣ","","ㅈ","ㅣ","","","","","son","sg","","que","","","lax","","","","","","000",0,0,0,1,"light-light-light"
"2132","KHJO","멛쎄지","","","외래어3","1","","","부산",60,"여",3,"ㅁ","ㅔ","ㄷ","ㅆ","ㅔ","","ㅈ","ㅣ","","","","","son","sg","obs","que","sg","","lax","","","","","","100",1,0,0,5,"heavy-light-light"
"2133","KHJO","케이스","","","외래어3","1","","LHL","부산",60,"여",3,"ㅋ","ㅔ","","ㅇ","ㅣ","","ㅅ","ㅡ","","","","","tsasp","sg","","null","","","que","sg","","","","","000",0,0,0,1,"light-light-light"
"2134","KHJO","사우나","","","외래어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅏ","","ㅇ","ㅜ","","ㄴ","ㅏ","","","","","que","sg","","null","sg","","son","sg","","","","","000",0,0,0,1,"light-light-light"
"2135","KHJO","레포트","","","외래어3","1","","","부산",60,"여",3,"ㄹ","ㅔ","","ㅍ","ㅗ","","ㅌ","ㅡ","","","","","son","sg","","tsasp","sg","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2136","KHJO","캠페인","","","외래어3","1","","HHL","부산",60,"여",3,"ㅋ","ㅐ","ㅁ","ㅍ","ㅔ","","ㅇ","ㅣ","ㄴ","","","","tsasp","sg","son","tsasp","sg","","null","","son","","","","101",1,0,1,6,"heavy-light-heavy"
"2137","KHJO","마우스","","","외래어3","1","","LHL","부산",60,"여",3,"ㅁ","ㅏ","","ㅇ","ㅜ","","ㅅ","ㅡ","","","","","son","sg","","null","sg","","que","sg","","","","","000",0,0,0,1,"light-light-light"
"2138","KHJO","스티커","","","외래어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅡ","","ㅌ","ㅣ","","ㅋ","ㅓ","","","","","que","sg","","tsasp","","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2139","KHJO","드링크","","","외래어3","1","","LHL","부산",60,"여",3,"ㄷ","ㅡ","","ㄹ","ㅣ","ㅇ","ㅋ","ㅡ","","","","","lax","sg","","son","","son","tsasp","sg","","","","","010",0,1,0,3,"light-heavy-light"
"2140","KHJO","켕거루","","","외래어3","1","","","부산",60,"여",3,"ㅋ","ㅔ","ㅇ","ㄱ","ㅓ","","ㄹ","ㅜ","","","","","tsasp","sg","son","lax","sg","","son","sg","","","","","100",1,0,0,5,"heavy-light-light"
"2141","KHJO","레미콘","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㄹ","ㅔ","","ㅁ","ㅣ","","ㅋ","ㅗ","ㄴ","","","","son","sg","","son","","","tsasp","sg","son","","","","001",0,0,1,2,"light-light-heavy"
"2142","KHJO","디스켓","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㄷ","ㅣ","","ㅅ","ㅡ","","ㅋ","ㅔ","ㅅ","","","","lax","","","que","sg","","tsasp","sg","obs","","","","001",0,0,1,2,"light-light-heavy"
"2143","KHJO","초콜릿","","","외래어3","1","","","부산",60,"여",3,"ㅊ","ㅗ","","ㅋ","ㅗ","ㄹ","ㄹ","ㅣ","ㅅ","","","","tsasp","sg","","tsasp","sg","son","son","","obs","","","","011",0,1,1,4,"light-heavy-heavy"
"2144","KHJO","시리얼","","","외래어3","1","","HLL","부산",60,"여",3,"ㅅ","ㅣ","","ㄹ","ㅣ","","ㅇ","ㅓ","ㄹ","","","","que","","","son","","","null","sg","son","","","","001",0,0,1,2,"light-light-heavy"
"2145","KHJO","스케일","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅅ","ㅡ","","ㅋ","ㅔ","","ㅇ","ㅣ","ㄹ","","","","que","sg","","tsasp","sg","","null","","son","","","","001",0,0,1,2,"light-light-heavy"
"2146","KHJO","메들리","","","외래어3","1","","LHL","부산",60,"여",3,"ㅁ","ㅔ","","ㄷ","ㅡ","ㄹ","ㄹ","ㅣ","","","","","son","sg","","lax","sg","son","son","","","","","","010",0,1,0,3,"light-heavy-light"
"2147","KHJO","포인트","","","외래어3","1","","LHL","부산",60,"여",3,"ㅍ","ㅗ","","ㅇ","ㅣ","ㄴ","ㅌ","ㅡ","","","","","tsasp","sg","","null","","son","tsasp","sg","","","","","010",0,1,0,3,"light-heavy-light"
"2148","KHJO","몽타주","","","외래어3","1","","","부산",60,"여",3,"ㅁ","ㅗ","ㅇ","ㅌ","ㅏ","","ㅈ","ㅜ","","","","","son","sg","son","tsasp","sg","","lax","sg","","","","","100",1,0,0,5,"heavy-light-light"
"2149","KHJO","카페인","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅋ","ㅏ","","ㅍ","ㅔ","","ㅇ","ㅣ","ㄴ","","","","tsasp","sg","","tsasp","sg","","null","","son","","","","001",0,0,1,2,"light-light-heavy"
"2150","KHJO","칵테일","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅋ","ㅏ","ㄱ","ㅌ","ㅔ","","ㅇ","ㅣ","ㄹ","","","","tsasp","sg","obs","tsasp","sg","","null","","son","","","","101",1,0,1,6,"heavy-light-heavy"
"2151","KHJO","스포츠","","","외래어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅡ","","ㅍ","ㅗ","","ㅊ","ㅡ","","","","","que","sg","","tsasp","sg","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2152","KHJO","가솔린","","","외래어3","1","","","부산",60,"여",3,"ㄱ","ㅏ","","ㅅ","ㅗ","ㄹ","ㄹ","ㅣ","ㄴ","","","","lax","sg","","que","sg","son","son","","son","","","","011",0,1,1,4,"light-heavy-heavy"
"2153","KHJO","세미나","","","외래어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅔ","","ㅁ","ㅣ","","ㄴ","ㅏ","","","","","que","sg","","son","","","son","sg","","","","","000",0,0,0,1,"light-light-light"
"2154","KHJO","리스트","","","외래어3","1","","HLL","부산",60,"여",3,"ㄹ","ㅣ","","ㅅ","ㅡ","","ㅌ","ㅡ","","","","","son","","","que","sg","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2155","KHJO","파이팅","","","외래어3","1","","","부산",60,"여",3,"ㅍ","ㅏ","","ㅇ","ㅣ","","ㅌ","ㅣ","ㅇ","","","","tsasp","sg","","null","","","tsasp","","son","","","","001",0,0,1,2,"light-light-heavy"
"2156","KHJO","화이팅","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅎ","ㅘ","","ㅇ","ㅣ","","ㅌ","ㅣ","ㅇ","","","","que","dp","","null","","","tsasp","","son","","","","001",0,0,1,2,"light-light-heavy"
"2157","KHJO","브로커","","","외래어3","1","","LHL","부산",60,"여",3,"ㅂ","ㅡ","","ㄹ","ㅗ","","ㅋ","ㅓ","","","","","lax","sg","","son","sg","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2158","KHJO","파일럿","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅍ","ㅏ","","ㅇ","ㅣ","ㄹ","ㄹ","ㅓ","ㅅ","","","","tsasp","sg","","null","","son","son","sg","obs","","","","011",0,1,1,4,"light-heavy-heavy"
"2159","KHJO","체인지","","","외래어3","1","","HHL","부산",60,"여",3,"ㅊ","ㅔ","","ㅇ","ㅣ","ㄴ","ㅈ","ㅣ","","","","","tsasp","sg","","null","","son","lax","","","","","","010",0,1,0,3,"light-heavy-light"
"2160","KHJO","카톨릭","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅋ","ㅏ","","ㅌ","ㅗ","ㄹ","ㄹ","ㅣ","ㄱ","","","","tsasp","sg","","tsasp","sg","son","son","","obs","","","","011",0,1,1,4,"light-heavy-heavy"
"2161","KHJO","파이프","","","외래어3","1","","LHL","부산",60,"여",3,"ㅍ","ㅏ","","ㅇ","ㅣ","","ㅍ","ㅡ","","","","","tsasp","sg","","null","","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2162","KHJO","스위치","","","외래어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅡ","","ㅇ","ㅟ","","ㅊ","ㅣ","","","","","que","sg","","null","dp","","tsasp","","","","","","000",0,0,0,1,"light-light-light"
"2163","KHJO","마이크","","","외래어3","1","","LHL","부산",60,"여",3,"ㅁ","ㅏ","","ㅇ","ㅣ","","ㅋ","ㅡ","","","","","son","sg","","null","","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2164","KHJO","게스트","","","외래어3","1","","HLL","부산",60,"여",3,"ㄱ","ㅔ","","ㅅ","ㅡ","","ㅌ","ㅡ","","","","","lax","sg","","que","sg","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2165","KHJO","프린트","","","외래어3","1","","LHL","부산",60,"여",3,"ㅍ","ㅡ","","ㄹ","ㅣ","ㄴ","ㅌ","ㅡ","","","","","tsasp","sg","","son","","son","tsasp","sg","","","","","010",0,1,0,3,"light-heavy-light"
"2166","KHJO","레이저","","","외래어3","1","","LHL","부산",60,"여",3,"ㄹ","ㅔ","","ㅇ","ㅣ","","ㅈ","ㅓ","","","","","son","sg","","null","","","lax","sg","","","","","000",0,0,0,1,"light-light-light"
"2167","KHJO","스탠드","","","외래어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅡ","","ㅌ","ㅐ","ㄴ","ㄷ","ㅡ","","","","","que","sg","","tsasp","sg","son","lax","sg","","","","","010",0,1,0,3,"light-heavy-light"
"2168","KHJO","라디오","","","외래어3","1","","LHL","부산",60,"여",3,"ㄹ","ㅏ","","ㄷ","ㅣ","","ㅇ","ㅗ","","","","","son","sg","","lax","","","null","sg","","","","","000",0,0,0,1,"light-light-light"
"2169","KHJO","시멘트","","","외래어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅣ","","ㅁ","ㅔ","ㄴ","ㅌ","ㅡ","","","","","que","","","son","sg","son","tsasp","sg","","","","","010",0,1,0,3,"light-heavy-light"
"2170","KHJO","스쿠터","","","외래어3","1","","LHL","부산",60,"여",3,"ㅅ","ㅡ","","ㅋ","ㅜ","","ㅌ","ㅓ","","","","","que","sg","","tsasp","sg","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2171","KHJO","드레스","","","외래어3","1","","LHL","부산",60,"여",3,"ㄷ","ㅡ","","ㄹ","ㅔ","","ㅅ","ㅡ","","","","","lax","sg","","son","sg","","que","sg","","","","","000",0,0,0,1,"light-light-light"
"2172","KHJO","레이스","","","외래어3","1","","LHL","부산",60,"여",3,"ㄹ","ㅔ","","ㅇ","ㅣ","","ㅅ","ㅡ","","","","","son","sg","","null","","","que","sg","","","","","000",0,0,0,1,"light-light-light"
"2173","KHJO","캐비넷","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅋ","ㅐ","","ㅂ","ㅣ","","ㄴ","ㅔ","ㅅ","","","","tsasp","sg","","lax","","","son","sg","obs","","","","001",0,0,1,2,"light-light-heavy"
"2174","KHJO","바닐라","","","외래어3","1","","LHL","부산",60,"여",3,"ㅂ","ㅏ","","ㄴ","ㅣ","ㄹ","ㄹ","ㅏ","","","","","lax","sg","","son","","son","son","sg","","","","","010",0,1,0,3,"light-heavy-light"
"2175","KHJO","위스키","","","외래어3","1","","HLL","부산",60,"여",3,"ㅇ","ㅟ","","ㅅ","ㅡ","","ㅋ","ㅣ","","","","","null","dp","","que","sg","","tsasp","","","","","","000",0,0,0,1,"light-light-light"
"2176","KHJO","모니터","","","외래어3","1","","LHL","부산",60,"여",3,"ㅁ","ㅗ","","ㄴ","ㅣ","","ㅌ","ㅓ","","","","","son","sg","","son","","","tsasp","sg","","","","","000",0,0,0,1,"light-light-light"
"2177","KHJO","테이블","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅌ","ㅔ","","ㅇ","ㅣ","","ㅂ","ㅡ","ㄹ","","","","tsasp","sg","","null","","","lax","sg","son","","","","001",0,0,1,2,"light-light-heavy"
"2178","KHJO","미사일","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅁ","ㅣ","","ㅅ","ㅏ","","ㅇ","ㅣ","ㄹ","","","","son","","","que","sg","","null","","son","","","","001",0,0,1,2,"light-light-heavy"
"2179","KHJO","리허설","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㄹ","ㅣ","","ㅎ","ㅓ","","ㅅ","ㅓ","ㄹ","","","","son","","","que","sg","","que","sg","son","","","","001",0,0,1,2,"light-light-heavy"
"2180","KHJO","클린턴","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅋ","ㅡ","ㄹ","ㄹ","ㅣ","ㄴ","ㅌ","ㅓ","ㄴ","","","","tsasp","sg","son","son","","son","tsasp","sg","son","","","","111",1,1,1,8,"heavy-heavy-heavy"
"2181","KHJO","트럼펫","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅌ","ㅡ","","ㄹ","ㅓ","ㅁ","ㅍ","ㅔ","ㅅ","","","","tsasp","sg","","son","sg","son","tsasp","sg","obs","","","","011",0,1,1,4,"light-heavy-heavy"
"2182","KHJO","젤라틴","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅈ","ㅔ","ㄹ","ㄹ","ㅏ","","ㅌ","ㅣ","ㄴ","","","","lax","sg","son","son","sg","","tsasp","","son","","","","101",1,0,1,6,"heavy-light-heavy"
"2183","KHJO","라일락","","","외래어3","1","","LHL","부산",60,"여",3,"ㄹ","ㅏ","","ㅇ","ㅣ","ㄹ","ㄹ","ㅏ","ㄱ","","","","son","sg","","null","","son","son","sg","obs","","","","011",0,1,1,4,"light-heavy-heavy"
"2184","KHJO","솔로몬","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅅ","ㅗ","ㄹ","ㄹ","ㅗ","","ㅁ","ㅗ","ㄴ","","","","que","sg","son","son","sg","","son","sg","son","","","","101",1,0,1,6,"heavy-light-heavy"
"2185","KHJO","이슬람","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅇ","ㅣ","","ㅅ","ㅡ","ㄹ","ㄹ","ㅏ","ㅁ","","","","null","","","que","sg","son","son","sg","son","","","","011",0,1,1,4,"light-heavy-heavy"
"2186","KHJO","바베큐","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅂ","ㅏ","","ㅂ","ㅔ","","ㅋ","ㅠ","","","","","lax","sg","","lax","sg","","tsasp","dp","","","","","000",0,0,0,1,"light-light-light"
"2187","KHJO","캬바레","","","외래어3","1","","","부산",60,"여",3,"ㅋ","ㅑ","","ㅂ","ㅏ","","ㄹ","ㅔ","","","","","tsasp","dp","","lax","sg","","son","sg","","","","","000",0,0,0,1,"light-light-light"
"2188","KHJO","피아노","","","외래어3","1","","LLH_f","부산",60,"여",3,"ㅍ","ㅣ","","ㅇ","ㅏ","","ㄴ","ㅗ","","","","","tsasp","","","null","sg","","son","sg","","","","","000",0,0,0,1,"light-light-light"
"2189","KHJO","커리큘럼","","","외래어4","1","","","부산",60,"여",4,"ㅋ","ㅓ","","ㄹ","ㅣ","","ㅋ","ㅠ","ㄹ","ㄹ","ㅓ","ㅁ","tsasp","sg","","son","","","tsasp","dp","son","son","sg","son","001",0,0,1,2,"light-light-heavy"
"2190","KHJO","페르시아","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅔ","","ㄹ","ㅡ","","ㅅ","ㅣ","","ㅇ","ㅏ","","tsasp","sg","","son","sg","","que","","","null","sg","","000",0,0,0,1,"light-light-light"
"2191","KHJO","바이러스","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅂ","ㅏ","","ㅇ","ㅣ","","ㄹ","ㅓ","","ㅅ","ㅡ","","lax","sg","","null","","","son","sg","","que","sg","","000",0,0,0,1,"light-light-light"
"2192","KHJO","잉글랜드","","","외래어4","1","","HHHL","부산",60,"여",4,"ㅇ","ㅣ","ㅇ","ㄱ","ㅡ","ㄹ","ㄹ","ㅐ","ㄴ","ㄷ","ㅡ","","null","","son","lax","sg","son","son","sg","son","lax","sg","","111",1,1,1,8,"heavy-heavy-heavy"
"2193","KHJO","샌드위치","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅅ","ㅐ","ㄴ","ㄷ","ㅡ","","ㅇ","ㅟ","","ㅊ","ㅣ","","que","sg","son","lax","sg","","null","dp","","tsasp","","","100",1,0,0,5,"heavy-light-light"
"2194","KHJO","스테이크","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅅ","ㅡ","","ㅌ","ㅔ","","ㅇ","ㅣ","","ㅋ","ㅡ","","que","sg","","tsasp","sg","","null","","","tsasp","sg","","000",0,0,0,1,"light-light-light"
"2195","KHJO","트레일러","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅌ","ㅡ","","ㄹ","ㅔ","","ㅇ","ㅣ","ㄹ","ㄹ","ㅓ","","tsasp","sg","","son","sg","","null","","son","son","sg","","001",0,0,1,2,"light-light-heavy"
"2196","KHJO","박테리아","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅂ","ㅏ","ㄱ","ㅌ","ㅔ","","ㄹ","ㅣ","","ㅇ","ㅏ","","lax","sg","obs","tsasp","sg","","son","","","null","sg","","100",1,0,0,5,"heavy-light-light"
"2197","KHJO","프로포즈","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅍ","ㅡ","","ㄹ","ㅗ","","ㅍ","ㅗ","","ㅈ","ㅡ","","tsasp","sg","","son","sg","","tsasp","sg","","lax","sg","","000",0,0,0,1,"light-light-light"
"2198","KHJO","마요네즈","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅁ","ㅏ","","ㅇ","ㅛ","","ㄴ","ㅔ","","ㅈ","ㅡ","","son","sg","","null","dp","","son","sg","","lax","sg","","000",0,0,0,1,"light-light-light"
"2199","KHJO","컴플렉스","","","외래어4","1","","HHLL","부산",60,"여",4,"ㅋ","ㅓ","ㅁ","ㅍ","ㅡ","ㄹ","ㄹ","ㅔ","ㄱ","ㅅ","ㅡ","","tsasp","sg","son","tsasp","sg","son","son","sg","obs","que","sg","","111",1,1,1,8,"heavy-heavy-heavy"
"2200","KHJO","카나리아","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅏ","","ㄴ","ㅏ","","ㄹ","ㅣ","","ㅇ","ㅏ","","tsasp","sg","","son","sg","","son","","","null","sg","","000",0,0,0,1,"light-light-light"
"2201","KHJO","텔레비전","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅌ","ㅔ","ㄹ","ㄹ","ㅔ","","ㅂ","ㅣ","","ㅈ","ㅓ","ㄴ","tsasp","sg","son","son","sg","","lax","","","lax","sg","son","100",1,0,0,5,"heavy-light-light"
"2202","KHJO","글리세린","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㄱ","ㅡ","ㄹ","ㄹ","ㅣ","","ㅅ","ㅔ","","ㄹ","ㅣ","ㄴ","lax","sg","son","son","","","que","sg","","son","","son","100",1,0,0,5,"heavy-light-light"
"2203","KHJO","그리세린","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄱ","ㅡ","","ㄹ","ㅣ","","ㅅ","ㅔ","","ㄹ","ㅣ","ㄴ","lax","sg","","son","","","que","sg","","son","","son","000",0,0,0,1,"light-light-light"
"2204","KHJO","하모니카","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅎ","ㅏ","","ㅁ","ㅗ","","ㄴ","ㅣ","","ㅋ","ㅏ","","que","sg","","son","sg","","son","","","tsasp","sg","","000",0,0,0,1,"light-light-light"
"2205","KHJO","콩크리트","","","외래어4","1","","HHLL","부산",60,"여",4,"ㅋ","ㅗ","ㅇ","ㅋ","ㅡ","","ㄹ","ㅣ","","ㅌ","ㅡ","","tsasp","sg","son","tsasp","sg","","son","","","tsasp","sg","","100",1,0,0,5,"heavy-light-light"
"2206","KHJO","아스팔트","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㅅ","ㅡ","","ㅍ","ㅏ","ㄹ","ㅌ","ㅡ","","null","sg","","que","sg","","tsasp","sg","son","tsasp","sg","","001",0,0,1,2,"light-light-heavy"
"2207","KHJO","비지니스","","","외래어4","1","","HLLL","부산",60,"여",4,"ㅂ","ㅣ","","ㅈ","ㅣ","","ㄴ","ㅣ","","ㅅ","ㅡ","","lax","","","lax","","","son","","","que","sg","","000",0,0,0,1,"light-light-light"
"2208","KHJO","안데르센","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅇ","ㅏ","ㄴ","ㄷ","ㅔ","","ㄹ","ㅡ","","ㅅ","ㅔ","ㄴ","null","sg","son","lax","sg","","son","sg","","que","sg","son","100",1,0,0,5,"heavy-light-light"
"2209","KHJO","리싸이틀","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㄹ","ㅣ","","ㅆ","ㅏ","","ㅇ","ㅣ","","ㅌ","ㅡ","ㄹ","son","","","que","sg","","null","","","tsasp","sg","son","000",0,0,0,1,"light-light-light"
"2210","KHJO","오토바이","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅗ","","ㅌ","ㅗ","","ㅂ","ㅏ","","ㅇ","ㅣ","","null","sg","","tsasp","sg","","lax","sg","","null","","","000",0,0,0,1,"light-light-light"
"2211","KHJO","에스키모","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅔ","","ㅅ","ㅡ","","ㅋ","ㅣ","","ㅁ","ㅗ","","null","sg","","que","sg","","tsasp","","","son","sg","","000",0,0,0,1,"light-light-light"
"2212","KHJO","아카데미","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅇ","ㅏ","","ㅋ","ㅏ","","ㄷ","ㅔ","","ㅁ","ㅣ","","null","sg","","tsasp","sg","","lax","sg","","son","","","000",0,0,0,1,"light-light-light"
"2213","KHJO","다이어트","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄷ","ㅏ","","ㅇ","ㅣ","","ㅇ","ㅓ","","ㅌ","ㅡ","","lax","sg","","null","","","null","sg","","tsasp","sg","","000",0,0,0,1,"light-light-light"
"2214","KHJO","에어로빅","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅇ","ㅔ","","ㅇ","ㅓ","","ㄹ","ㅗ","","ㅂ","ㅣ","ㄱ","null","sg","","null","sg","","son","sg","","lax","","obs","000",0,0,0,1,"light-light-light"
"2215","KHJO","저널리즘","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅈ","ㅓ","","ㄴ","ㅓ","ㄹ","ㄹ","ㅣ","","ㅈ","ㅡ","ㅁ","lax","sg","","son","sg","son","son","","","lax","sg","son","010",0,1,0,3,"light-heavy-light"
"2216","KHJO","코펜하겐","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅋ","ㅗ","","ㅍ","ㅔ","ㄴ","ㅎ","ㅏ","","ㄱ","ㅔ","ㄴ","tsasp","sg","","tsasp","sg","son","que","sg","","lax","sg","son","010",0,1,0,3,"light-heavy-light"
"2217","KHJO","인스턴트","","","외래어4","1","","HHLL","부산",60,"여",4,"ㅇ","ㅣ","ㄴ","ㅅ","ㅡ","","ㅌ","ㅓ","ㄴ","ㅌ","ㅡ","","null","","son","que","sg","","tsasp","sg","son","tsasp","sg","","101",1,0,1,6,"heavy-light-heavy"
"2218","KHJO","플라스틱","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅍ","ㅡ","ㄹ","ㄹ","ㅏ","","ㅅ","ㅡ","","ㅌ","ㅣ","ㄱ","tsasp","sg","son","son","sg","","que","sg","","tsasp","","obs","100",1,0,0,5,"heavy-light-light"
"2219","KHJO","프라스틱","","","외래어4","1","","","부산",60,"여",4,"ㅍ","ㅡ","","ㄹ","ㅏ","","ㅅ","ㅡ","","ㅌ","ㅣ","ㄱ","tsasp","sg","","son","sg","","que","sg","","tsasp","","obs","000",0,0,0,1,"light-light-light"
"2220","KHJO","앰뷸런스","","","외래어4","1","","HHLL","부산",60,"여",4,"ㅇ","ㅐ","ㅁ","ㅂ","ㅠ","ㄹ","ㄹ","ㅓ","ㄴ","ㅅ","ㅡ","","null","sg","son","lax","dp","son","son","sg","son","que","sg","","111",1,1,1,8,"heavy-heavy-heavy"
"2221","KHJO","샤머니즘","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅅ","ㅑ","","ㅁ","ㅓ","","ㄴ","ㅣ","","ㅈ","ㅡ","ㅁ","que","dp","","son","sg","","son","","","lax","sg","son","000",0,0,0,1,"light-light-light"
"2222","KHJO","블라우스","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅂ","ㅡ","ㄹ","ㄹ","ㅏ","","ㅇ","ㅜ","","ㅅ","ㅡ","","lax","sg","son","son","sg","","null","sg","","que","sg","","100",1,0,0,5,"heavy-light-light"
"2223","KHJO","브라우스","","","외래어4","1","","","부산",60,"여",4,"ㅂ","ㅡ","","ㄹ","ㅏ","","ㅇ","ㅜ","","ㅅ","ㅡ","","lax","sg","","son","sg","","null","sg","","que","sg","","000",0,0,0,1,"light-light-light"
"2224","KHJO","카스테라","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅏ","","ㅅ","ㅡ","","ㅌ","ㅔ","","ㄹ","ㅏ","","tsasp","sg","","que","sg","","tsasp","sg","","son","sg","","000",0,0,0,1,"light-light-light"
"2225","KHJO","톨게이트","","","외래어4","1","","HHLL","부산",60,"여",4,"ㅌ","ㅗ","ㄹ","ㄱ","ㅔ","","ㅇ","ㅣ","","ㅌ","ㅡ","","tsasp","sg","son","lax","sg","","null","","","tsasp","sg","","100",1,0,0,5,"heavy-light-light"
"2226","KHJO","클라이밍","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅋ","ㅡ","ㄹ","ㄹ","ㅏ","","ㅇ","ㅣ","","ㅁ","ㅣ","ㅇ","tsasp","sg","son","son","sg","","null","","","son","","son","100",1,0,0,5,"heavy-light-light"
"2227","KHJO","스프레이","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅅ","ㅡ","","ㅍ","ㅡ","","ㄹ","ㅔ","","ㅇ","ㅣ","","que","sg","","tsasp","sg","","son","sg","","null","","","000",0,0,0,1,"light-light-light"
"2228","KHJO","캐시미어","","","외래어4","1","","LLHL","부산",60,"여",4,"ㅋ","ㅐ","","ㅅ","ㅣ","","ㅁ","ㅣ","","ㅇ","ㅓ","","tsasp","sg","","que","","","son","","","null","sg","","000",0,0,0,1,"light-light-light"
"2229","KHJO","스펙트럼","","","외래어4","1","","LLLH_f","부산",60,"여",4,"ㅅ","ㅡ","","ㅍ","ㅔ","ㄱ","ㅌ","ㅡ","","ㄹ","ㅓ","ㅁ","que","sg","","tsasp","sg","obs","tsasp","sg","","son","sg","son","010",0,1,0,3,"light-heavy-light"
"2230","KHJO","스티로폼","","","외래어4","1","","","부산",60,"여",4,"ㅅ","ㅡ","","ㅌ","ㅣ","","ㄹ","ㅗ","","ㅍ","ㅗ","ㅁ","que","sg","","tsasp","","","son","sg","","tsasp","sg","son","000",0,0,0,1,"light-light-light"
"2231","KHJO","리베이트","","","외래어4","1","","LLHL","부산",60,"여",4,"ㄹ","ㅣ","","ㅂ","ㅔ","","ㅇ","ㅣ","","ㅌ","ㅡ","","son","","","lax","sg","","null","","","tsasp","sg","","000",0,0,0,1,"light-light-light"
"2232","KHJO","스토콜름","스톡홀름","","외래어4","1","","","부산",60,"여",4,"ㅅ","ㅡ","","ㅌ","ㅗ","","ㅋ","ㅗ","ㄹ","ㄹ","ㅡ","ㅁ","que","sg","","tsasp","sg","","tsasp","sg","son","son","sg","son","001",0,0,1,2,"light-light-heavy"
